dup_check,candidate_id,name_id,county_lvl_election_id,state_lvl_election_id,electionyear,electiondate,partycode,partyname,racecode,racename,racename_category,countycode,countyname,district_circuitnumber,group_seatnumber,precincts,cannamefirst,cannamemiddle,cannamelast,runningmate,canvotes,county_totalvotes,county_lvl_on_ballot_count,max_county_lvl_on_ballot_count,local_state_election,county_percent_canvotes,place,prev_winner4_partycode,prev_winner4_partyname,prev_winner4_canname,prev_winner4_same_party,geo_fips,avg_monthly_annual_value,q1_avg_monthly_value,q2_avg_monthly_value,q3_avg_monthly_value,q4_avg_monthly_value,population,gdp,Personal Income,Per Capita Personal Income,population2,Total Violent Crime,Violent Crime Rate Per 100k,Violent Crime Rate Change,first_primary_to,second_primary_to,General Election,is_democrat,is_republican,is_independent
1,18915,39508,18941,18927,2008.0,2008-11-04,DEM,Democrat,STS,State Senator,State Senator,LEO,Leon,3,0,27,Suzan,L R,Franks,,13937,23346,13,13,Local Election,59.7,1,DEM,Democrat,Barry  Brooks,1,12073,4.63,3.53,4.23,5.37,5.4,271130,12454973,9701019,35780,274892.0,2251,818.9,3.6,18%,***,75%,1,0,0
1,18917,26714,18943,18927,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,LEV,Levy,3,0,8,Charles,S.,Dean,,3990,6325,13,13,Local Election,63.08,1,REP,Republican,Nancy  Argenziano,1,12075,7.26,5.57,6.4,8.03,9.03,40809,758361,1081457,26500,40817.0,278,681.1,13.6,18%,***,75%,0,1,0
1,18919,26714,18945,18927,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,MAD,Madison,3,0,4,Charles,S.,Dean,,571,923,13,13,Local Election,61.86,1,REP,Republican,Nancy  Argenziano,1,12079,7.14,5.8,6.57,7.93,8.27,19347,399625,449169,23216,20152.0,182,903.1,-2.1,18%,***,75%,0,1,0
1,18921,35676,18895,18893,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,MAN,Manatee,23,0,1,Nancy,C.,Detert,,1049,1697,3,3,Local Election,61.81,1,REP,Republican,Lisa  Carlton,1,12081,7.17,5.47,6.2,8.0,9.0,318766,10671618,12101916,37965,322780.0,2863,887.0,-4.8,18%,***,75%,0,1,0
1,18923,26714,18947,18927,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,MRN,Marion,3,0,62,Charles,S.,Dean,,39660,70593,13,13,Local Election,56.18,1,REP,Republican,Nancy  Argenziano,1,12083,8.05,6.27,7.07,8.8,10.07,330052,8515035,9943547,30127,329418.0,1935,587.4,-5.5,18%,***,75%,0,1,0
1,18929,39065,18963,18959,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,NAS,Nassau,5,0,16,Stephen,,Wise,,18269,23628,4,4,Local Election,77.32,1,REP,Republican,Stephen  Wise,1,12089,5.53,4.37,4.87,6.07,6.83,71557,1900723,3198580,44700,71915.0,621,863.5,-40.3,18%,***,75%,0,1,0
1,18931,31310,18883,18875,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,OKE,Okeechobee,17,0,15,JD,,Alexander,,5395,9367,7,7,Local Election,57.6,1,REP,Republican,J D  Alexander,1,12093,8.37,5.93,6.87,10.27,10.4,39968,818010,981750,24563,40003.0,293,732.4,19.1,18%,***,75%,0,1,0
1,18934,29954,18889,18889,2008.0,2008-11-04,DEM,Democrat,STS,State Senator,State Senator,ORA,Orange,19,0,97,Gary,,Siplin,,71882,138492,2,2,Local Election,51.9,1,DEM,Democrat,Gary  Siplin,1,12095,6.03,4.63,5.27,6.6,7.63,1115525,66451615,38631472,34631,1114979.0,11604,1040.7,-4.5,18%,***,75%,1,0,0
1,18939,24312,18891,18889,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,OSC,Osceola,19,0,21,Belinda,,Ortiz,,11608,19571,2,2,Local Election,59.31,1,DEM,Democrat,Gary  Siplin,0,12097,6.5,5.13,5.57,6.93,8.37,261746,6188971,6604103,25231,273709.0,1518,554.6,-5.3,18%,***,75%,0,1,0
1,18943,31339,18908,18905,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,PAL,Palm Beach,25,0,193,Jeff,,Atwater,,84397,130850,2,2,Local Election,64.5,1,REP,Republican,Jeff  Atwater,1,12099,6.77,5.27,5.93,7.73,8.13,1294938,55283434,77917076,60171,1294654.0,8457,653.2,-7.9,18%,***,75%,0,1,0
1,18944,27966,18920,18911,2008.0,2008-11-04,DEM,Democrat,STS,State Senator,State Senator,PAL,Palm Beach,27,0,149,Dave,,Aronberg,,73774,103237,4,4,Local Election,71.46,1,DEM,Democrat,Dave  Aronberg,1,12099,6.77,5.27,5.93,7.73,8.13,1294938,55283434,77917076,60171,1294654.0,8457,653.2,-7.9,18%,***,75%,1,0,0
1,18951,35310,18871,18867,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,PAS,Pasco,11,0,74,Mike,,Fasano,,62924,94036,4,4,Local Election,66.91,1,REP,Republican,Mike  Fasano,1,12101,7.66,6.27,6.83,8.3,9.23,461313,9208702,14708772,31885,438668.0,1841,419.7,-4.0,18%,***,75%,0,1,0
1,18953,35310,18873,18867,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,PIN,Pinellas,11,0,57,Mike,,Fasano,,51475,80399,4,4,Local Election,64.02,1,REP,Republican,Mike  Fasano,1,12103,6.59,5.27,5.7,7.17,8.23,916458,39560782,37767974,41211,938461.0,6909,736.2,-5.1,18%,***,75%,0,1,0
1,18955,31310,18885,18875,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,POL,Polk,17,0,80,JD,,Alexander,,61449,104135,7,7,Local Election,59.01,1,REP,Republican,J D  Alexander,1,12105,6.92,5.3,5.87,7.93,8.57,594801,19588053,17968532,30209,585733.0,2734,466.8,-7.5,18%,***,75%,0,1,0
1,18961,35676,18897,18893,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,SAR,Sarasota,23,0,135,Nancy,C.,Detert,,98613,167697,3,3,Local Election,58.8,1,REP,Republican,Lisa  Carlton,1,12115,7.37,6.03,6.6,8.1,8.73,377178,14050231,18561503,49212,388527.0,1486,382.5,-3.9,18%,***,75%,0,1,0
1,18967,39065,18965,18959,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,STJ,St. Johns,5,0,12,Stephen,,Wise,,18531,23463,4,4,Local Election,78.98,1,REP,Republican,Stephen  Wise,1,12109,5.18,4.17,4.57,5.7,6.27,181720,5235930,9865571,54290,181180.0,683,377.0,-1.8,18%,***,75%,0,1,0
1,18971,31310,18887,18875,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,STL,St. Lucie,17,0,3,JD,,Alexander,,1644,2891,7,7,Local Election,56.87,1,REP,Republican,J D  Alexander,1,12111,8.93,6.87,7.77,10.37,10.7,273151,7078117,8614514,31538,276585.0,1419,513.0,-8.8,18%,***,75%,0,1,0
1,18973,26714,18949,18927,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,SUW,Suwannee,3,0,16,Charles,S.,Dean,,10771,16810,13,13,Local Election,64.07,1,REP,Republican,Nancy  Argenziano,1,12121,6.05,4.7,5.33,6.6,7.57,40774,1043194,1100364,26987,40927.0,226,552.2,-13.2,18%,***,75%,0,1,0
1,18975,26714,18951,18927,2008.0,2008-11-04,REP,Republican,STS,State Senator,State Senator,TAY,Taylor,3,0,14,Charles,S.,Dean,,5390,8967,13,13,Local Election,60.11,1,REP,Republican,Nancy  Argenziano,1,12123,6.71,5.33,5.83,7.5,8.17,22356,642437,556648,24899,23199.0,274,1181.1,-10.2,18%,***,75%,0,1,0
1,18981,39957,19213,19213,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,ALA,Alachua,6,0,58,Tim,,Cunha,,48968,94788,8,8,Local Election,51.66,1,DEM,Democrat,David E. Bruderly,1,12001,4.43,3.4,4.03,5.13,5.17,244888,10746312,8732771,35660,252388.0,1910,756.8,-14.3,18%,***,75%,1,0,0
1,18983,23209,19179,19179,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,BAK,Baker,4,0,9,Ander,,Crenshaw,,8145,10455,9,9,Local Election,77.91,1,REP,Republican,Ander  Crenshaw,1,12003,5.83,4.87,5.23,6.4,6.83,26725,546777,689700,25807,25890.0,59,227.9,-27.9,18%,***,75%,0,1,0
1,18985,34716,19082,19082,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,BAY,Bay,2,0,54,Mark,,Mulligan,,41769,78354,16,16,Local Election,53.31,1,REP,Republican,Bev  Kilmer,1,12005,5.68,4.87,4.53,5.53,7.77,166267,7089649,6098241,36677,169307.0,1014,598.9,3.5,18%,***,75%,0,1,0
1,18988,27316,19215,19213,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,BRA,Bradford,6,0,19,Clifford,B. (Cliff),Stearns,,7796,11150,8,8,Local Election,69.92,1,REP,Republican,Clifford (Cliff) B. Stearns,1,12007,4.95,4.07,4.37,5.5,5.87,28961,652087,658942,22753,29059.0,150,516.2,7.1,18%,***,75%,0,1,0
1,18990,25236,19040,19040,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,BRE,Brevard,15,0,167,Bill,,Posey,,113420,207655,4,4,Local Election,54.62,1,REP,Republican,Dave  Weldon,1,12009,6.73,5.43,5.87,7.4,8.23,542378,20991329,20100410,37060,556213.0,3595,646.3,-2.9,18%,***,75%,0,1,0
1,18997,28505,19130,19130,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,BRO,Broward,20,0,269,Debbie,Wasserman,Schultz,,173259,224566,2,2,Local Election,77.15,1,DEM,Democrat,Debbie Wasserman Schultz,1,12011,5.56,4.37,4.93,6.2,6.73,1723633,77790613,70317588,40796,1758494.0,10331,587.5,-2.7,18%,***,75%,1,0,0
1,18999,38255,19140,19140,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,BRO,Broward,22,0,153,Ron,,Klein,,70525,129386,2,2,Local Election,54.51,1,REP,Republican,Clay  Shaw,0,12011,5.56,4.37,4.93,6.2,6.73,1723633,77790613,70317588,40796,1758494.0,10331,587.5,-2.7,18%,***,75%,1,0,0
1,19004,37023,19136,19136,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,BRO,Broward,21,0,35,Raul,L.,Martinez,,23255,46494,2,2,Local Election,50.02,1,REP,Republican,Lincoln  Diaz-Balart,0,12011,5.56,4.37,4.93,6.2,6.73,1723633,77790613,70317588,40796,1758494.0,10331,587.5,-2.7,18%,***,75%,1,0,0
1,19011,23081,19085,19082,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,CAL,Calhoun,2,0,14,Allen,,Boyd,,4323,6111,16,16,Local Election,70.74,1,DEM,Democrat,Allen  Boyd,1,12013,5.52,4.27,5.1,6.43,6.27,14351,249492,311420,21700,14310.0,29,202.7,12.9,18%,***,75%,1,0,0
1,19014,40343,19056,19056,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,CHA,Charlotte,16,0,60,Tom,,Rooney,,31791,53350,8,8,Local Election,59.59,1,REP,Republican,Mark  Foley,1,12015,8.33,6.9,7.4,9.23,9.8,160467,3901832,5338212,33267,165781.0,528,318.5,-16.8,18%,***,75%,0,1,0
1,19016,27383,19028,19028,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,CHA,Charlotte,14,0,13,Connie,,Mack,,10444,16599,3,3,Local Election,62.92,1,REP,Republican,Connie  Mack,1,12015,8.33,6.9,7.4,9.23,9.8,160467,3901832,5338212,33267,165781.0,528,318.5,-16.8,18%,***,75%,0,1,0
1,19017,40691,19008,19008,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,CHA,Charlotte,13,0,8,Vern,,Buchanan,,6663,12228,5,5,Local Election,54.49,1,REP,Republican,Katherine  Harris,1,12015,8.33,6.9,7.4,9.23,9.8,160467,3901832,5338212,33267,165781.0,528,318.5,-16.8,18%,***,75%,0,1,0
1,19024,40839,19197,19197,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,CIT,Citrus,5,0,41,Virginia 'Ginny',,Brown-Waite,,44596,71995,8,8,Local Election,61.94,1,REP,Republican,Virginia 'Ginny' Brown-Waite,1,12017,8.33,6.87,7.3,9.13,10.03,142122,4029170,4280797,30121,142043.0,452,318.2,12.6,18%,***,75%,0,1,0
1,19026,27316,19217,19213,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,CLA,Clay,6,0,56,Clifford,B. (Cliff),Stearns,,59721,80957,8,8,Local Election,73.77,1,REP,Republican,Clifford (Cliff) B. Stearns,1,12019,5.48,4.5,4.9,5.9,6.63,187289,3696137,6588223,35177,185168.0,866,467.7,-0.4,18%,***,75%,0,1,0
1,19028,27383,19032,19028,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,CLL,Collier,14,0,78,Connie,,Mack,,60712,105910,3,3,Local Election,57.32,1,REP,Republican,Connie  Mack,1,12021,7.14,5.27,6.13,8.7,8.47,316641,12568012,21582424,68161,332854.0,1122,337.1,-12.2,18%,***,75%,0,1,0
1,19034,23209,19181,19179,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,CLM,Columbia,4,0,25,Ander,,Crenshaw,,17504,26856,9,9,Local Election,65.18,1,REP,Republican,Ander  Crenshaw,1,12023,5.68,4.53,5.13,6.37,6.67,67318,1878569,1836979,27288,66121.0,442,668.5,9.0,18%,***,75%,0,1,0
1,19036,40691,19012,19008,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,DES,DeSoto,13,0,15,Vern,,Buchanan,,5164,9815,5,5,Local Election,52.61,1,REP,Republican,Katherine  Harris,1,12027,6.95,4.97,5.5,8.8,8.53,34374,839793,710138,20659,34487.0,253,733.6,-4.5,18%,***,75%,0,1,0
1,19040,23081,19088,19082,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,DIX,Dixie,2,0,10,Allen,,Boyd,,4652,6967,16,16,Local Election,66.77,1,DEM,Democrat,Allen  Boyd,1,12029,7.55,6.33,6.6,8.37,8.9,16214,248029,331889,20469,15963.0,93,582.6,7.1,18%,***,75%,1,0,0
1,19043,23209,19183,19179,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,DUV,Duval,4,0,171,Ander,,Crenshaw,,155828,239377,9,9,Local Election,65.1,1,REP,Republican,Ander  Crenshaw,1,12031,6.35,5.07,5.67,7.13,7.53,855437,47864179,32087642,37510,904971.0,8174,903.2,-3.7,18%,***,75%,0,1,0
1,19045,27316,19219,19213,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,DUV,Duval,6,0,41,Clifford,B. (Cliff),Stearns,,29407,48543,8,8,Local Election,60.58,1,REP,Republican,Clifford (Cliff) B. Stearns,1,12031,6.35,5.07,5.67,7.13,7.53,855437,47864179,32087642,37510,904971.0,8174,903.2,-3.7,18%,***,75%,0,1,0
1,19047,31518,18981,18981,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,ESC,Escambia,1,0,90,Jeff,,Miller,,94304,147897,6,6,Local Election,63.76,1,REP,Republican,Jeff  Miller,1,12033,6.16,4.87,5.43,6.67,7.67,296854,12395628,9982856,33629,313480.0,2651,845.7,7.9,18%,***,75%,0,1,0
1,19051,23081,19091,19082,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,FRA,Franklin,2,0,8,Allen,,Boyd,,4016,5822,16,16,Local Election,68.98,1,DEM,Democrat,Allen  Boyd,1,12037,234.83,200.0,208.33,257.0,274.0,11484,336544,330764,28802,12331.0,29,235.2,-20.0,18%,***,75%,1,0,0
1,19054,23081,19094,19082,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,GAD,Gadsden,2,0,25,Allen,,Boyd,,17706,21952,16,16,Local Election,80.66,1,DEM,Democrat,Allen  Boyd,1,12039,1322.75,1066.67,1115.0,1465.33,1644.0,46319,1177590,1292713,27909,50611.0,536,1059.1,26.7,18%,***,75%,1,0,0
1,19057,27316,19221,19213,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,GIL,Gilchrist,6,0,10,Clifford,B. (Cliff),Stearns,,5539,7561,8,8,Local Election,73.26,1,REP,Republican,Clifford (Cliff) B. Stearns,1,12041,5.78,4.47,4.9,6.63,7.13,16797,251674,407180,24241,17256.0,45,260.8,27.5,18%,***,75%,0,1,0
1,19059,40343,19058,19056,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,GLA,Glades,16,0,13,Tom,,Rooney,,1692,3267,8,8,Local Election,51.79,1,REP,Republican,Mark  Foley,1,12043,7.07,4.83,6.03,8.97,8.43,12752,250187,238031,18666,11323.0,52,459.2,15.4,18%,***,75%,0,1,0
1,19061,23081,19097,19082,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,GUL,Gulf,2,0,8,Allen,,Boyd,,4478,7070,16,16,Local Election,63.34,1,DEM,Democrat,Allen  Boyd,1,12045,6.44,5.57,5.63,6.77,7.8,15851,370575,392656,24772,16923.0,74,437.3,-30.0,18%,***,75%,1,0,0
1,19064,23209,19185,19179,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,HAM,Hamilton,4,0,8,Ander,,Crenshaw,,2799,5270,9,9,Local Election,53.11,1,REP,Republican,Ander  Crenshaw,1,12047,7.26,5.77,6.1,7.7,9.47,14785,361934,309067,20904,14779.0,87,588.7,80.4,18%,***,75%,0,1,0
1,19066,40691,19016,19008,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,HAR,Hardee,13,0,12,Vern,,Buchanan,,4670,7166,5,5,Local Election,65.17,1,REP,Republican,Katherine  Harris,1,12049,6.88,4.43,5.2,9.2,8.7,27603,986949,605220,21926,27909.0,90,322.5,-33.3,18%,***,75%,0,1,0
1,19070,40343,19060,19056,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,HEN,Hendry,16,0,17,Tom,,Rooney,,4869,8150,8,8,Local Election,59.74,1,REP,Republican,Mark  Foley,1,12051,11.18,7.37,8.9,15.57,12.87,39177,1332347,900798,22993,41216.0,333,807.9,4.3,18%,***,75%,0,1,0
1,19075,40839,19199,19197,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,HER,Hernando,5,0,56,Virginia 'Ginny',,Brown-Waite,,49085,83497,8,8,Local Election,58.79,1,REP,Republican,Virginia 'Ginny' Brown-Waite,1,12053,8.83,7.47,7.73,9.43,10.7,172437,3182190,5194738,30125,164907.0,632,383.2,-12.5,18%,***,75%,0,1,0
1,19077,40343,19062,19056,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,HIG,Highlands,16,0,25,Tom,,Rooney,,27180,43027,8,8,Local Election,63.17,1,REP,Republican,Mark  Foley,1,12055,7.41,5.57,6.23,8.8,9.03,99568,2337594,2738149,27500,100207.0,310,309.4,-25.7,18%,***,75%,0,1,0
1,19079,33257,18996,18996,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,HIL,Hillsborough,11,0,203,Kathy,,Castor,,152198,219944,3,3,Local Election,69.2,1,DEM,Democrat,Jim  Davis,1,12057,6.53,5.17,5.83,7.2,7.93,1196773,62437507,45673809,38164,1200541.0,7916,659.4,-7.9,18%,***,75%,1,0,0
1,19080,30454,19249,19249,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,HIL,Hillsborough,9,0,101,Gus,Michael,Bilirakis,,96989,153490,3,3,Local Election,63.19,1,REP,Republican,Michael  Bilirakis,1,12057,6.53,5.17,5.83,7.2,7.93,1196773,62437507,45673809,38164,1200541.0,7916,659.4,-7.9,18%,***,75%,0,1,0
1,19082,22639,19002,19002,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,HIL,Hillsborough,12,0,79,Adam,H.,Putnam,,64984,117055,3,3,Local Election,55.52,1,REP,Republican,Adam H. Putnam,1,12057,6.53,5.17,5.83,7.2,7.93,1196773,62437507,45673809,38164,1200541.0,7916,659.4,-7.9,18%,***,75%,0,1,0
1,19088,31518,18983,18981,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,HOL,Holmes,1,0,10,Jeff,,Miller,,6028,8204,6,6,Local Election,73.48,1,REP,Republican,Jeff  Miller,1,12059,5.19,4.27,4.67,5.67,6.17,20141,318535,462131,22945,19757.0,40,202.5,-22.7,18%,***,75%,0,1,0
1,19090,25236,19044,19040,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,IND,Indian River,15,0,55,Bill,,Posey,,40207,65833,4,4,Local Election,61.07,1,REP,Republican,Dave  Weldon,1,12061,8.24,6.33,7.27,9.87,9.5,136277,4605793,8402292,61656,141667.0,457,322.6,0.6,18%,***,75%,0,1,0
1,19094,23081,19100,19082,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,JAC,Jackson,2,0,25,Allen,,Boyd,,13865,20885,16,16,Local Election,66.39,1,DEM,Democrat,Allen  Boyd,1,12063,5.33,4.3,4.8,6.03,6.2,50272,1252104,1318361,26225,52639.0,261,495.8,-21.4,18%,***,75%,1,0,0
1,19097,23081,19103,19082,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,JEF,Jefferson,2,0,12,Allen,,Boyd,,3023,4270,16,16,Local Election,70.8,1,DEM,Democrat,Allen  Boyd,1,12065,5.14,3.93,4.63,5.83,6.17,14606,252890,459052,31429,14553.0,215,1477.4,49.7,18%,***,75%,1,0,0
1,19098,31294,19187,19179,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,JEF,Jefferson,4,0,10,Jay,,McGovern,,1954,3286,9,9,Local Election,59.46,1,REP,Republican,Ander  Crenshaw,0,12065,5.14,3.93,4.63,5.83,6.17,14606,252890,459052,31429,14553.0,215,1477.4,49.7,18%,***,75%,1,0,0
1,19102,23081,19106,19082,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,LAF,Lafayette,2,0,5,Allen,,Boyd,,2177,3320,16,16,Local Election,65.57,1,DEM,Democrat,Allen  Boyd,1,12067,4.67,3.47,3.97,5.43,5.8,8465,213302,163156,19274,8287.0,19,229.3,4.7,18%,***,75%,1,0,0
1,19105,40839,19201,19197,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,LAK,Lake,5,0,37,Virginia 'Ginny',,Brown-Waite,,38393,62752,8,8,Local Election,61.18,1,REP,Republican,Virginia 'Ginny' Brown-Waite,1,12069,6.58,5.2,5.67,7.2,8.27,293654,6892005,9810671,33409,288379.0,1571,544.8,10.3,18%,***,75%,0,1,0
1,19107,37106,19241,19241,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,LAK,Lake,8,0,37,Ric,,Keller,,22257,39615,4,4,Local Election,56.18,1,REP,Republican,Ric  Keller,1,12069,6.58,5.2,5.67,7.2,8.27,293654,6892005,9810671,33409,288379.0,1571,544.8,10.3,18%,***,75%,0,1,0
1,19109,27316,19223,19213,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,LAK,Lake,6,0,19,Clifford,B. (Cliff),Stearns,,15186,23281,8,8,Local Election,65.23,1,REP,Republican,Clifford (Cliff) B. Stearns,1,12069,6.58,5.2,5.67,7.2,8.27,293654,6892005,9810671,33409,288379.0,1571,544.8,10.3,18%,***,75%,0,1,0
1,19111,27383,19036,19028,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,LEE,Lee,14,0,171,Connie,,Mack,,153446,255382,3,3,Local Election,60.08,1,REP,Republican,Connie  Mack,1,12071,8.35,6.73,7.4,9.27,10.0,610984,22231871,25183364,41218,623725.0,2709,434.3,-16.0,18%,***,75%,0,1,0
1,19115,23081,19109,19082,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,LEO,Leon,2,0,157,Allen,,Boyd,,92539,131190,16,16,Local Election,70.54,1,DEM,Democrat,Allen  Boyd,1,12073,4.63,3.53,4.23,5.37,5.4,271130,12454973,9701019,35780,274892.0,2251,818.9,3.6,18%,***,75%,1,0,0
1,19117,31294,19189,19179,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,LEO,Leon,4,0,5,Jay,,McGovern,,4571,7917,9,9,Local Election,57.74,1,REP,Republican,Ander  Crenshaw,0,12073,4.63,3.53,4.23,5.37,5.4,271130,12454973,9701019,35780,274892.0,2251,818.9,3.6,18%,***,75%,1,0,0
1,19120,40839,19203,19197,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,LEV,Levy,5,0,16,Virginia 'Ginny',,Brown-Waite,,9115,14055,8,8,Local Election,64.85,1,REP,Republican,Virginia 'Ginny' Brown-Waite,1,12075,7.26,5.57,6.4,8.03,9.03,40809,758361,1081457,26500,40817.0,278,681.1,13.6,18%,***,75%,0,1,0
1,19122,27316,19225,19213,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,LEV,Levy,6,0,4,Clifford,B. (Cliff),Stearns,,2396,4055,8,8,Local Election,59.09,1,REP,Republican,Clifford (Cliff) B. Stearns,1,12075,7.26,5.57,6.4,8.03,9.03,40809,758361,1081457,26500,40817.0,278,681.1,13.6,18%,***,75%,0,1,0
1,19124,23081,19112,19082,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,LIB,Liberty,2,0,8,Allen,,Boyd,,2344,3197,16,16,Local Election,73.32,1,DEM,Democrat,Allen  Boyd,1,12077,4.33,3.33,3.87,5.17,4.97,8323,220163,211128,25367,8158.0,0,0.0,--,18%,***,75%,1,0,0
1,19127,23209,19191,19179,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,MAD,Madison,4,0,11,Ander,,Crenshaw,,4165,8283,9,9,Local Election,50.28,1,REP,Republican,Ander  Crenshaw,1,12079,7.14,5.8,6.57,7.93,8.27,19347,399625,449169,23216,20152.0,182,903.1,-2.1,18%,***,75%,0,1,0
1,19129,40691,19020,19008,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,MAN,Manatee,13,0,133,Vern,,Buchanan,,81712,139859,5,5,Local Election,58.42,1,REP,Republican,Katherine  Harris,1,12081,7.17,5.47,6.2,8.0,9.0,318766,10671618,12101916,37965,322780.0,2863,887.0,-4.8,18%,***,75%,0,1,0
1,19132,33257,18998,18996,2008.0,2008-11-04,DEM,Democrat,USR,United States Representative,United States Representative,MAN,Manatee,11,0,15,Kathy,,Castor,,6048,7551,3,3,Local Election,80.1,1,DEM,Democrat,Jim  Davis,1,12081,7.17,5.47,6.2,8.0,9.0,318766,10671618,12101916,37965,322780.0,2863,887.0,-4.8,18%,***,75%,1,0,0
1,19135,27316,19227,19213,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,MRN,Marion,6,0,99,Clifford,B. (Cliff),Stearns,,62437,104622,8,8,Local Election,59.68,1,REP,Republican,Clifford (Cliff) B. Stearns,1,12083,8.05,6.27,7.07,8.8,10.07,330052,8515035,9943547,30127,329418.0,1935,587.4,-5.5,18%,***,75%,0,1,0
1,19137,37106,19243,19241,2008.0,2008-11-04,REP,Republican,USR,United States Representative,United States Representative,MRN,Marion,8,0,35,Ric,,Keller,,20692,37536,4,4,Local Election,55.13,1,REP,Republican,Ric  Keller,1,12083,8.05,6.27,7.07,8.8,10.07,330052,8515035,9943547,30127,329418.0,1935,587.4,-5.5,18%,***,75%,0,1,0
